char,profession,sub_profession,rarity,effects,合约Boss战_dmg,合约Boss战_time,合约Boss战_surv,日常挂机_dmg,日常挂机_time,日常挂机_surv,高压群怪_dmg,高压群怪_time,高压群怪_surv,合约Boss战_score,日常挂机_score,高压群怪_score
柏喙,WARRIOR,sword,4,晕眩1.8s(覆盖100%),0.0,337.5,0.0,0.0,2250.0,0.0,0.0,2700.0,0.0,0.0187,0.0491,0.054
战车,WARRIOR,sword,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
幽灵鲨,WARRIOR,centurion,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
布洛卡,WARRIOR,centurion,4,停顿1s(覆盖62%),0.0,117.2,0.0,0.0,781.2,0.0,0.0,937.5,0.0,0.0065,0.017,0.0187
导火索,WARRIOR,centurion,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
摆渡人,WARRIOR,centurion,4,护盾8%最大生命,0.0,0.0,237.8,0.0,0.0,237.8,0.0,0.0,237.8,0.0005,0.0011,0.0008
星极,WARRIOR,artsfghter,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
铸铁,WARRIOR,artsfghter,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
赤冬,WARRIOR,musha,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
火龙S黑角,WARRIOR,musha,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
羽毛笔,WARRIOR,reaper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
海沫,WARRIOR,reaper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
龙舌兰,WARRIOR,librator,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奥达,WARRIOR,hammer,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
聆音,WARRIOR,primguard,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
祐天寺若麦,WARRIOR,hammer,4,脆弱+3%(覆盖100%); 脆弱+6%(覆盖100%); 脆弱+8%(覆盖100%),8000.0,0.0,0.0,1600.0,0.0,0.0,4000.0,0.0,0.0,0.017,0.0741,0.0432
哈蒂娅,WARRIOR,mercenary,4,晕眩2s(覆盖100%),0.0,375.0,0.0,0.0,2500.0,0.0,0.0,3000.0,0.0,0.0208,0.0545,0.06
雷狼龙S空爆,WARRIOR,mercenary,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蓝毒,SNIPER,fastshot,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
白金,SNIPER,fastshot,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
灰喉,SNIPER,fastshot,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stormeye,SNIPER,fastshot,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四月,SNIPER,fastshot,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
寒芒克洛丝,SNIPER,fastshot,4,晕眩0.2s(覆盖100%),0.0,37.5,0.0,0.0,250.0,0.0,0.0,300.0,0.0,0.0021,0.0055,0.006
隐现,SNIPER,fastshot,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
陨星,SNIPER,aoesniper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
慑砂,SNIPER,aoesniper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
截云,SNIPER,aoesniper,4,减速50%,0.0,3000.0,0.0,0.0,7500.0,0.0,0.0,6250.0,0.0,0.1667,0.1636,0.125
送葬人,SNIPER,reaperrange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
奥斯塔,SNIPER,reaperrange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吉星,SNIPER,reaperrange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
天空盒,SNIPER,skybreaker,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
阿米娅,CASTER,corecaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
苦艾,CASTER,corecaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
特米米,CASTER,corecaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
雪绒,CASTER,corecaster,4,脆弱+10%(覆盖100%); 脆弱+2%(覆盖100%); 脆弱+20%(覆盖100%); 脆弱+2%(覆盖100%),20000.0,0.0,0.0,4000.0,0.0,0.0,10000.0,0.0,0.0,0.0424,0.1852,0.1079
天火,CASTER,splashcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pith,CASTER,splashcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
惊蛰,CASTER,chain,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
星源,CASTER,chain,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蜜蜡,CASTER,phalanx,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莱恩哈特,CASTER,splashcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
寒檀,CASTER,splashcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
复奏,CASTER,splashcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
薄绿,CASTER,phalanx,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
爱丽丝,CASTER,mystic,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
和弦,CASTER,mystic,4,减速60%,0.0,4500.0,0.0,0.0,11250.0,0.0,0.0,9375.0,0.0,0.25,0.2455,0.1875
戴菲恩,CASTER,mystic,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
炎狱炎熔,CASTER,splashcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蚀清,CASTER,blastcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
阿罗玛,CASTER,blastcaster,4,浮空2.5s(覆盖100%),0.0,468.8,0.0,0.0,3125.0,0.0,0.0,3750.0,0.0,0.026,0.0682,0.075
耶拉,CASTER,funnel,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
洛洛,CASTER,funnel,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
至简,CASTER,funnel,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
时隙,CASTER,funnel,4,停顿1.5s(覆盖100%),0.0,281.2,0.0,0.0,1875.0,0.0,0.0,2250.0,0.0,0.0156,0.0409,0.045
折光,CASTER,primcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
温米,CASTER,primcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miss.Christine,CASTER,primcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
特克诺,CASTER,soulcaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
梅尔,SUPPORT,summoner,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
稀音,SUPPORT,summoner,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衡沙,SUPPORT,summoner,4,停顿1s(覆盖50%),0.0,93.8,0.0,0.0,625.0,0.0,0.0,750.0,0.0,0.0052,0.0136,0.015
赫默,MEDIC,physician,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
华法琳,MEDIC,physician,4,友方攻击+90%(覆盖60%),54000.0,0.0,0.0,10800.0,0.0,0.0,27000.0,0.0,0.0,0.1145,0.5,0.2913
亚叶,MEDIC,physician,4,治疗794/秒,0.0,0.0,26450.0,0.0,0.0,6348.0,0.0,0.0,13225.0,0.0612,0.0306,0.0459
Touch,MEDIC,physician,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
录武官,MEDIC,physician,4,治疗894/次,0.0,0.0,29811.7,0.0,0.0,7154.8,0.0,0.0,14905.8,0.0689,0.0345,0.0517
锡兰,MEDIC,healer,4,治疗1106/次,0.0,0.0,36866.7,0.0,0.0,8848.0,0.0,0.0,18433.3,0.0852,0.0426,0.0639
絮雨,MEDIC,healer,4,治疗744/次,0.0,0.0,24786.7,0.0,0.0,5948.8,0.0,0.0,12393.3,0.0573,0.0287,0.043
诺威尔,MEDIC,healer,4,治疗267/次,0.0,0.0,8910.0,0.0,0.0,2138.4,0.0,0.0,4455.0,0.0206,0.0103,0.0155
图耶,MEDIC,physician,4,治疗1845/次,0.0,0.0,61500.0,0.0,0.0,14760.0,0.0,0.0,30750.0,0.1422,0.0711,0.1066
桑葚,MEDIC,wandermedic,4,治疗948/次,0.0,0.0,31602.0,0.0,0.0,7584.5,0.0,0.0,15801.0,0.0731,0.0365,0.0548
蜜莓,MEDIC,wandermedic,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
哈洛德,MEDIC,wandermedic,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
濯尘芙蓉,MEDIC,incantationmedic,4,脆弱+6%(覆盖100%); 脆弱+2%(覆盖100%); 脆弱+12%(覆盖100%); 脆弱+2%(覆盖100%); 减速45%,12000.0,2454.5,0.0,2400.0,6136.4,0.0,6000.0,5113.6,0.0,0.1618,0.245,0.167
刺玫,MEDIC,incantationmedic,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
明椒,MEDIC,chainhealer,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莎草,MEDIC,chainhealer,4,治疗1120/次,0.0,0.0,37333.3,0.0,0.0,8960.0,0.0,0.0,18666.7,0.0863,0.0432,0.0647
乌啾,MEDIC,chainhealer,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
风絮,MEDIC,watchman,4,治疗303/秒; 治疗505/秒,0.0,0.0,16833.3,0.0,0.0,4040.0,0.0,0.0,8416.7,0.0389,0.0195,0.0292
临光,TANK,guardian,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
吽,TANK,guardian,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
深律,TANK,guardian,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
森西,TANK,guardian,4,治疗1428/次; 治疗918/次,0.0,0.0,47600.0,0.0,0.0,11424.0,0.0,0.0,23800.0,0.1101,0.055,0.0825
红,SPECIAL,executor,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
槐琥,SPECIAL,executor,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
卡夫卡,SPECIAL,executor,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
乌有,SPECIAL,merchant,4,晕眩3s(覆盖100%); 晕眩4s(覆盖100%),0.0,750.0,0.0,0.0,5000.0,0.0,0.0,6000.0,0.0,0.0417,0.1091,0.12
裁度,SPECIAL,merchant,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
雷蛇,TANK,shotprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
深巡,TANK,shotprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可颂,TANK,protector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
拜松,TANK,protector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
火神,TANK,unyield,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
折桠,TANK,unyield,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
石棉,TANK,artsprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
暮落,TANK,artsprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
暮落,TANK,artsprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
车尔尼,TANK,artsprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
闪击,TANK,shotprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
暴雨,TANK,protector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
灰毫,TANK,fortress,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
火哨,TANK,fortress,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
极光,TANK,duelist,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
洋灰,TANK,duelist,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
菲莱,TANK,primprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
裂响,TANK,primprotector,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
普罗旺斯,SNIPER,closerange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
玫拉,SNIPER,closerange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
守林人,SNIPER,longrange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
安哲拉,SNIPER,longrange,4,,0.0,2000.0,0.0,0.0,5000.0,0.0,0.0,4166.7,0.0,0.1111,0.1091,0.0833
子月,SNIPER,longrange,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
熔泉,SNIPER,siegesniper,4,敌方减防30%,66000.0,0.0,0.0,825.0,0.0,0.0,10285.7,0.0,0.0,0.14,0.0382,0.111
埃拉托,SNIPER,siegesniper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
矩,SNIPER,siegesniper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
承曦格雷伊,SNIPER,bombarder,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
冰酿,SNIPER,hunter,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
雪猎,SNIPER,hunter,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
水灯心,SNIPER,loopshooter,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
空构,SPECIAL,geek,4,晕眩0.5s(覆盖100%); 晕眩1s(覆盖100%),0.0,187.5,0.0,0.0,1250.0,0.0,0.0,1500.0,0.0,0.0104,0.0273,0.03
崖心,SPECIAL,hookmaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
雪雉,SPECIAL,hookmaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杏仁,SPECIAL,hookmaster,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
初雪,SUPPORT,underminer,4,脆弱+15%(覆盖100%); 脆弱+18%(覆盖100%); 脆弱+30%(覆盖100%); 脆弱+33%(覆盖100%); 敌方减防60%,165000.0,0.0,0.0,8250.0,0.0,0.0,37071.4,0.0,0.0,0.35,0.3819,0.4
巫恋,SUPPORT,underminer,4,脆弱+10%(覆盖100%); 脆弱+13%(覆盖100%); 脆弱+20%(覆盖100%); 脆弱+23%(覆盖100%); 脆弱+30%(覆盖100%); 脆弱+33%(覆盖100%); 敌方减攻50%; 敌方减防50%,143000.0,0.0,16666.7,7975.0,0.0,1600.0,33642.9,0.0,5000.0,0.3419,0.3769,0.3803
海霓,SUPPORT,underminer,4,脆弱+8%(覆盖100%); 脆弱+10%(覆盖100%); 脆弱+16%(覆盖100%); 脆弱+18%(覆盖100%),18000.0,4500.0,0.0,3600.0,11250.0,0.0,9000.0,9375.0,0.0,0.2882,0.4121,0.2846
真理,SUPPORT,slower,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
格劳克斯,SUPPORT,slower,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
但书,SUPPORT,slower,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
小满,SUPPORT,slower,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
掠风,SUPPORT,craftsman,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
凯瑟琳,SUPPORT,craftsman,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
阿兰娜,SUPPORT,craftsman,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
空,SUPPORT,bard,4,"鼓舞(施法者攻击力+100%,覆盖60%)",17582.4,0.0,0.0,3516.5,0.0,0.0,8791.2,0.0,0.0,0.0373,0.1628,0.0949
海蒂,SUPPORT,bard,4,"鼓舞(施法者攻击力+110%,覆盖56%); 友方技力回复+0.5/秒(覆盖100%)",34672.4,0.0,0.0,6934.5,0.0,0.0,17336.2,0.0,0.0,0.0735,0.321,0.1871
三角初华,SUPPORT,bard,4,治疗100/秒,0.0,0.0,3341.7,0.0,0.0,802.0,0.0,0.0,1670.8,0.0077,0.0039,0.0058
月禾,SUPPORT,blessing,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
九色鹿,SUPPORT,blessing,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
夏栎,SUPPORT,blessing,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
行箸,SUPPORT,blessing,4,治疗1693/次,0.0,0.0,56430.0,0.0,0.0,13543.2,0.0,0.0,28215.0,0.1305,0.0652,0.0979
撷英调香师,SUPPORT,blessing,4,治疗2600/次,0.0,0.0,86666.7,0.0,0.0,20800.0,0.0,0.0,43333.3,0.2004,0.1002,0.1503
凛视,SUPPORT,ritualist,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
波卜,SUPPORT,ritualist,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伯塔尼,SUPPORT,ritualist,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
佩德洛,SUPPORT,supportiveranger,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
狮蝎,SPECIAL,stalker,4,晕眩1s(覆盖80%); 减速50%,0.0,3150.0,0.0,0.0,8500.0,0.0,0.0,7450.0,0.0,0.175,0.1855,0.149
绮良,SPECIAL,stalker,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
八幡海铃,SPECIAL,stalker,4,停顿3s(覆盖100%),0.0,562.5,0.0,0.0,3750.0,0.0,0.0,4500.0,0.0,0.0312,0.0818,0.09
食铁兽,SPECIAL,pusher,4,减速30%; 减速30%,0.0,1285.7,0.0,0.0,3214.3,0.0,0.0,2678.6,0.0,0.0714,0.0701,0.0536
见行者,SPECIAL,pusher,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
罗宾,SPECIAL,traper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
霜华,SPECIAL,traper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
钼铅,SPECIAL,traper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
贝娜,SPECIAL,dollkeeper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
风丸,SPECIAL,dollkeeper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
双月,SPECIAL,dollkeeper,4,脆弱+10%(覆盖100%); 脆弱+12%(覆盖100%); 脆弱+20%(覆盖100%); 脆弱+22%(覆盖100%),22000.0,0.0,0.0,4400.0,0.0,0.0,11000.0,0.0,0.0,0.0467,0.2037,0.1187
若叶睦,SPECIAL,dollkeeper,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
锡人,SPECIAL,alchemist,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
蒂比,SPECIAL,skywalker,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
响石,TANK,primprotector,4,护盾90%最大生命,0.0,0.0,3584.7,0.0,0.0,3584.7,0.0,0.0,3584.7,0.0083,0.0173,0.0124
暴行,WARRIOR,centurion,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
夜魔,CASTER,corecaster,4,减速60%,0.0,4500.0,0.0,0.0,11250.0,0.0,0.0,9375.0,0.0,0.25,0.2455,0.1875
格拉尼,PIONEER,charger,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
夜烟,CASTER,corecaster,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预备干员-术师,CASTER,corecaster,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
远山,CASTER,splashcaster,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
格雷伊,CASTER,splashcaster,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
协律,CASTER,blastcaster,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
卡达,CASTER,funnel,3,晕眩1s(覆盖55%),0.0,102.3,0.0,0.0,681.8,0.0,0.0,818.2,0.0,0.0057,0.0149,0.0164
深靛,CASTER,mystic,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
布丁,CASTER,chain,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杰西卡,SNIPER,fastshot,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流星,SNIPER,fastshot,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
红云,SNIPER,fastshot,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
梅,SNIPER,fastshot,3,停顿2.5s(覆盖100%); 晕眩1.2s(覆盖60%),0.0,603.8,0.0,0.0,4025.0,0.0,0.0,4830.0,0.0,0.0335,0.0878,0.0966
预备干员-狙击,SNIPER,fastshot,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
白雪,SNIPER,aoesniper,3,减速35%(覆盖50%),0.0,1615.4,0.0,0.0,4038.5,0.0,0.0,3365.4,0.0,0.0897,0.0881,0.0673
松果,SNIPER,reaperrange,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
安比尔,SNIPER,longrange,3,晕眩2s(覆盖100%),0.0,375.0,0.0,0.0,2500.0,0.0,0.0,3000.0,0.0,0.0208,0.0545,0.06
酸糖,SNIPER,closerange,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
铅踝,SNIPER,siegesniper,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
跃跃,SNIPER,loopshooter,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
讯使,PIONEER,pioneer,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
清道夫,PIONEER,pioneer,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预备干员-先锋,PIONEER,pioneer,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
红豆,PIONEER,charger,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
桃金娘,PIONEER,bearer,3,治疗260/秒,0.0,0.0,8666.7,0.0,0.0,2080.0,0.0,0.0,4333.3,0.02,0.01,0.015
豆苗,PIONEER,tactician,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
冬时,PIONEER,agent,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杜宾,WARRIOR,instructor,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
