char_name,profession,sub_profession,rarity,skill_index,skill_name,damage_type,scenario,target_def,target_res,atk_final,atk_base,trust_atk,pot_atk,mod_atk,tal_atk_pct,mult,hit_times,max_target,duration,interval,attack_count,per_hit_raw,per_hit_eff,burst_raw,burst_eff,dps_eff,cycle_dps_eff,cycle_dps_avg_eff,heal_total,heal_dps,heal_cycle_dps,chain_times,aoe_total_raw,elemental_total,element_type,elemental_dps,time_to_burst,time_to_burst_boss,burst_trigger_dps,burst_extra_dps,burst_dps,sp_type,sp_cost,init_sp,module_used
酒神,SUPPORT,ritualist,5,1,群体性谵妄,arts,base,0,0,572.0,490.0,40.0,0.0,42.0,0.0,1.5,1,4.0,,,1,858.0,858.0,858,858,,34.3,446.2,,,,,3432,,,,,,,,,1,25,0,酒神之心
酒神,SUPPORT,ritualist,5,2,空剧场,arts,base,0,0,572.0,490.0,40.0,0.0,42.0,0.0,2.25,1,1,30.0,2.0,15,1287.0,1287.0,19305,19305,643.5,482.6,554.1,,,,,,858,neural,28.6,34.97,69.93,133.4,,133.4,1,40,30,酒神之心
机械师,TANK,shotprotector,5,0,聚类分析,physical,base,0,0,673.0,513.0,60.0,0.0,100.0,0.0,1.55,5.0,1,7.5,2.5,3,1043.2,1043.2,15647,15647,2086.3,,,,,,,,,,,,,,,,2,7,0,机械师特勤证章
机械师,TANK,shotprotector,5,1,协防术式,arts,base,0,0,673.0,513.0,60.0,0.0,100.0,0.0,5.0,1,1,9.6,1.2,8,3365.0,3365.0,26920,26920,2804.2,1094.3,1450.0,,,,,,,,,,,,,,1,50,35,机械师特勤证章
机械师,TANK,shotprotector,5,2,工程学十字星,mixed,base,0,0,673.0,513.0,60.0,0.0,100.0,0.0,9.879999999999999,1,1,40.0,3.5,12,6649.2,6649.2,79790,79790,1994.8,1595.8,1717.0,,,,,,,,,,,,,,1,35,25,机械师特勤证章
凯尔希·思衡托,MEDIC,watchman,5,0,应急肃正防线,none,base,0,0,510.0,510.0,0.0,0.0,0.0,0.0,1.9,1,1,35.0,1.9,19,969.0,,18411,,,,,,,,,,,,,,,,,,1,35,28,
凯尔希·思衡托,MEDIC,watchman,5,1,保护性拒止,true,base,0,0,510.0,510.0,0.0,0.0,0.0,0.0,9.5,1,1,28.5,2.85,10,4845.0,4845.0,48450,48450,1700.0,1364.8,1407.9,,,,,,,,,,,,,,1,35,28,
凯尔希·思衡托,MEDIC,watchman,5,2,破梏重生,none,base,0,0,510.0,510.0,0.0,0.0,0.0,0.0,2.5,1,1,35.0,1.3,27,1275.0,,34425,,,,,34425,983.6,688.5,,,,,,,,,,,1,50,35,
卡涅利安,CASTER,phalanx,5,0,沙暴守卫,arts,base,0,0,1021.0,846.0,80.0,0.0,95.0,0.0,1.6,1,1,20.0,2.0,10,1633.6,1633.6,16336,16336,816.8,495.0,711.6,,,,,,,,,,,,,,1,18,5,乡音
卡涅利安,CASTER,phalanx,5,1,沙缚镣锁,arts,base,0,0,1021.0,846.0,80.0,0.0,95.0,0.0,1.2,1,1,25.0,0.8999999999999999,28,1225.2,1225.2,34305,34305,1372.2,857.6,1061.8,,,,,,,,,,,,,,1,25,10,乡音
卡涅利安,CASTER,phalanx,5,2,食噬之印,arts,base,0,0,1021.0,846.0,80.0,0.0,95.0,0.0,0.76,1,1,21.0,2.0,11,776.0,776.0,8535,8535,406.5,194.0,472.4,,,,,,,,,,,,,,1,28,5,乡音
刻俄柏,CASTER,corecaster,5,0,“很冰的斧”,arts,base,0,0,887.8,667.0,90.0,0.0,65.0,0.08,2.1,1,1,3.0,1.4814814814814814,3,1864.3,1864.3,5592,5592,1864.3,310.7,951.9,,,,,,,,,,,,,,1,6,0,“很干的面包”
刻俄柏,CASTER,corecaster,5,2,“很重的枪”,arts,base,0,0,887.8,667.0,90.0,0.0,65.0,0.08,3.1,1,1,60.0,1.4814814814814814,41,2752.1,2752.1,112834,112834,1880.6,1327.5,1505.0,,,,,,,,,,,,,,1,80,55,“很干的面包”
可露希尔,PIONEER,tactician,5,1,模型扩展,physical,base,0,0,615.6,480.0,60.0,0.0,30.0,0.08,1.8,1,2.0,30.0,1.0,30,1108.1,1108.1,33242,33242,1108.1,923.4,1026.0,,,,,66484,,,,,,,,,1,40,34,给自己的小奖杯
可露希尔,PIONEER,tactician,5,2,Q.E.D.,physical,base,0,0,615.6,480.0,60.0,0.0,30.0,0.08,2.5,1,1,30.0,0.5,60,1539.0,1539.0,92340,92340,3078.0,2495.7,2612.1,,,,,,,,,,,,,,1,30,23,给自己的小奖杯
空弦,SNIPER,fastshot,5,0,箭矢·散逸,physical,base,0,0,1009.5,528.0,90.0,0.0,55.0,0.5,2.3,1,4.0,,,1,2321.8,2321.8,2321,2321,,,,,,,,9287,,,,,,,,,2,3,0,空弦特限证章
空弦,SNIPER,fastshot,5,1,箭矢·追猎,physical,base,0,0,1009.5,528.0,90.0,0.0,55.0,0.5,1.4,1,1,,,3,1413.3,1413.3,4239,4239,,,,,,,,,,,,,,,,,2,9,0,空弦特限证章
空弦,SNIPER,fastshot,5,2,箭矢·暴风,physical,base,0,0,1009.5,528.0,90.0,0.0,55.0,0.5,1.3,3.0,2.0,20.0,0.9259259259259259,22,1312.4,1312.4,86615,86615,4330.8,,,,,,,173230,,,,,,,,,2,30,15,空弦特限证章
傀影,SPECIAL,executor,5,1,血色乐章,physical,base,0,0,795.3,558.0,90.0,0.0,75.0,0.1,1.2,1,1,,,1,954.4,954.4,954,954,,,,,,,,,,,,,,,,,8,0,0,“如影随形”
傀影,SPECIAL,executor,5,2,夜幕突袭,physical,base,0,0,795.3,558.0,90.0,0.0,75.0,0.1,3.0,1,1,,,1,2385.9,2385.9,2385,2385,,,,,,,,,,,,,,,,,8,0,0,“如影随形”
莱伊,SNIPER,hunter,5,0,脱身矢,physical,base,0,0,1381.0,1072.0,120.0,0.0,75.0,0.09,4.5,1,1,,,2,6214.6,6214.6,12429,12429,,1242.9,2209.6,,,,,,,,,,,,,,1,10,10,证明什么？
莱伊,SNIPER,hunter,5,1,广域警觉,physical,base,0,0,1381.0,1072.0,120.0,0.0,75.0,0.09,2.2,1,1,,,1,3038.3,3038.3,3038,3038,,,,,,,,,,,,,,,,,2,16,0,证明什么？
莱伊,SNIPER,hunter,5,2,“得见光芒”,physical,base,0,0,1381.0,1072.0,120.0,0.0,75.0,0.09,3.3,1,1,16.0,1.4953271028037383,11,4557.4,4557.4,50131,50131,3133.2,1928.1,2299.9,,,,,,,,,,,,,,1,30,20,证明什么？
老鲤,SPECIAL,merchant,5,0,小惩大诫,physical,base,0,0,956.8,789.0,55.0,0.0,76.0,0.04,1.6,1,1,,,1,1530.9,1530.9,1530,1530,,218.7,1175.5,,,,,,,,,,,,,,1,7,0,“但思善恶”
老鲤,SPECIAL,merchant,5,2,贵客盈门,arts,base,0,0,956.8,789.0,55.0,0.0,76.0,0.04,1.5,1,1,,,1,1435.2,1435.2,1435,1435,,205.0,1161.8,,,,,,,,,,,,,,1,7,0,“但思善恶”
蕾缪安,SNIPER,longrange,5,0,重逢问候,physical,base,0,0,1676.8,1201.0,100.0,0.0,120.0,0.18,2.1,1,1,16.200000000000003,2.7,6,3521.2,3521.2,21127,21127,1304.2,,,,,,,,,,,,,,,,2,8,0,“弹匣与花窗”
蕾缪安,SNIPER,longrange,5,1,归乡邀约,physical,base,0,0,1676.8,1201.0,100.0,0.0,120.0,0.18,1.7,1,1,10.5,1.5,7,2850.5,2850.5,19953,19953,1900.4,782.5,1440.1,,,,,,,,,,,,,,1,30,15,“弹匣与花窗”
林,CASTER,phalanx,5,0,玲珑,arts,base,0,0,996.0,849.0,70.0,0.0,77.0,0.0,1.6,1,1,,,1,1593.6,1593.6,1593,1593,,318.7,916.3,,,,,,,,,,,,,,1,5,0,“七窍玲珑”
林,CASTER,phalanx,5,2,流光乍裂,arts,base,0,0,996.0,849.0,70.0,0.0,77.0,0.0,3.0,1,1,30.0,2.0,15,2988.0,2988.0,44820,44820,1494.0,896.4,1095.6,,,,,,,,,,,,,,1,50,30,“七窍玲珑”
令,SUPPORT,summoner,5,0,重进酒,arts,base,0,0,574.7,473.0,35.0,0.0,50.0,0.03,1.5,1,1,25.0,1.0666666666666667,24,862.1,862.1,20690,20690,827.6,591.2,755.4,,,,,,,,,,,,,,1,25,15,诗短梦长
令,SUPPORT,summoner,5,1,笑鸣瑟,arts,base,0,0,574.7,473.0,35.0,0.0,50.0,0.03,4.5,1,1,,,1,2586.3,2586.3,2586,2586,,323.3,682.5,,,,,,,,,,,,,,1,13,5,诗短梦长
令,SUPPORT,summoner,5,2,宁作吾,arts,base,0,0,574.7,473.0,35.0,0.0,50.0,0.03,0.4,1,1,30.0,1.6,19,229.9,229.9,4368,4368,145.6,79.4,246.6,,,,,,,,,,,,,,1,40,15,诗短梦长
铃兰,SUPPORT,slower,5,0,全力以赴,arts,base,0,0,1232.6,521.0,75.0,0.0,46.0,0.92,1.8,1,1,30.0,1.4615384615384615,21,2218.8,2218.8,46593,46593,1553.1,931.9,1277.0,,,,,,,,,,,,,,1,20,0,孩子们
铃兰,SUPPORT,slower,5,1,儿时的舞乐,arts,base,0,0,1232.6,521.0,75.0,0.0,46.0,0.92,1.6,1,3.0,,,1,1972.2,1972.2,1972,1972,,24.7,687.2,,,,,5916,,,,,,,,,1,80,0,孩子们
灵知,SUPPORT,underminer,5,0,高速思考,arts,base,0,0,595.0,455.0,80.0,0.0,60.0,0.0,1.7,1,1,,,1,1011.5,1011.5,1011,1011,,252.9,699.1,,,,,,,,,,,,,,1,4,0,灵知特限证章
灵知,SUPPORT,underminer,5,1,零度爆发,arts,base,0,0,595.0,455.0,80.0,0.0,60.0,0.0,2.0,1,1,,,1,1190.0,1190.0,1190,1190,,198.3,595.0,,,,,,,,,,,,,,1,6,0,灵知特限证章
灵知,SUPPORT,underminer,5,2,失温症,arts,base,0,0,595.0,455.0,80.0,0.0,60.0,0.0,6.0,1,2.0,13.0,0.6956521739130435,19,3570.0,3570.0,67830,67830,5217.7,2422.5,2890.0,,,,,135660,,,,,,,,,1,40,25,灵知特限证章
领主·Sharp,WARRIOR,lord,5,0,沉默的爆发,physical,base,0,0,977.5,644.0,75.0,0.0,63.0,0.25,3.25,1,2.0,30.0,0.8024691358024691,38,3176.9,3176.9,120721,120721,4024.0,2682.7,3095.4,,,,,241442,,,,,,,,,1,42,27,领主·Sharp证章
琳琅诗怀雅,SPECIAL,merchant,5,1,“见面礼”,physical,base,0,0,1021.7,810.0,55.0,0.0,81.0,0.08,2.0,1,1,,,1,2043.4,2043.4,2043,2043,,,,,,,,,,,,,,,,,8,0,0,诗怀雅的龙门美食指南
琳琅诗怀雅,SPECIAL,merchant,5,2,千金一掷,physical,base,0,0,1021.7,810.0,55.0,0.0,81.0,0.08,1.5,1,1,,,1,1532.5,1532.5,1532,1532,,306.5,1328.2,,,,,,,,,,,,,,1,5,0,诗怀雅的龙门美食指南
凛御银灰,PIONEER,counsellor,5,1,御敌的锋锐,physical,base,0,0,653.0,618.0,35.0,0.0,0.0,0.0,3.8,1,6.0,,,1,2481.4,2481.4,2481,2481,,310.2,881.5,,,,,14888,,,,,,,,,1,17,9,
凛御银灰,PIONEER,counsellor,5,2,变革已至,physical,base,0,0,653.0,618.0,35.0,0.0,0.0,0.0,1.3,1,1,48.0,,1,848.9,848.9,848,848,17.7,14.9,106.5,,,,,,,,,,,,,,1,55,46,
流明,MEDIC,healer,5,1,沛霖,none,base,0,0,630.0,540.0,45.0,0.0,45.0,0.0,2.6,1,3.0,,,1,1638.0,,1638,,,,,1638,,204.8,,4914,,,,,,,,,1,13,5,纯铜单筒望远镜
流明,MEDIC,healer,5,2,灯火不灭,none,base,0,0,630.0,540.0,45.0,0.0,45.0,0.0,3.1,1,1,17.53846153846154,2.1923076923076925,8,1953.0,,15624,,,,,15624,890.8,231.3,,,,,,,,,,,1,50,0,纯铜单筒望远镜
逻各斯,CASTER,corecaster,5,0,殁亡,arts,base,0,0,828.0,671.0,90.0,0.0,67.0,0.0,3.0,1,1,,,1,2484.0,2484.0,2484,2484,,41.4,565.8,,,,,,,,,,,,,,1,60,0,来自河谷的笔盒
逻各斯,CASTER,corecaster,5,1,提喻,arts,base,0,0,828.0,671.0,90.0,0.0,67.0,0.0,0.75,1,1,20.0,1.6,13,621.0,621.0,8073,8073,403.6,269.1,462.3,,,,,,,,,,,,,,1,30,20,来自河谷的笔盒
逻各斯,CASTER,corecaster,5,2,延异视阈,arts,base,0,0,828.0,671.0,90.0,0.0,67.0,0.0,4.0,1,4.0,30.0,1.6,19,3312.0,3312.0,62928,62928,2097.6,1398.4,1582.4,,,,,251712,,,,,,,,,1,45,30,来自河谷的笔盒
玛恩纳,WARRIOR,librator,5,0,未声张的怒火,physical,base,0,0,420.0,355.0,30.0,0.0,35.0,0.0,2.0,1,1,30.0,1.1214953271028036,27,840.0,840.0,22680,22680,756.0,504.0,634.7,,,,,,,,,,,,,,1,30,15,“鞘中人”
玛恩纳,WARRIOR,librator,5,1,未宽解的悲哀,physical,base,0,0,420.0,355.0,30.0,0.0,35.0,0.0,1.9,1,1,20.0,1.4018691588785046,15,798.0,798.0,11970,11970,598.5,342.0,510.0,,,,,,,,,,,,,,1,25,10,“鞘中人”
玛恩纳,WARRIOR,librator,5,2,未照耀的荣光,physical,base,0,0,420.0,355.0,30.0,0.0,35.0,0.0,1.8,1,5.0,28.0,1.1214953271028036,25,756.0,756.0,18900,18900,675.0,378.0,546.0,,,,,94500,,,,,,,,,1,42,20,“鞘中人”
麦哲伦,SUPPORT,summoner,5,2,武装打击模块,arts,base,0,0,559.0,469.0,40.0,0.0,50.0,0.0,2.5,1,1,15.0,1.6,10,1397.5,1397.5,13975,13975,931.7,499.1,678.8,,,,,,,,,,,,,,1,38,25,专业无人机操作模块
玛露西尔,CASTER,splashcaster,5,0,才女的实力,arts,base,0,0,1327.2,914.0,110.0,0.0,82.0,0.2,2.4,1,1,,,1,3185.3,3185.3,3185,3185,,57.9,685.3,,,,,,,,,,,,,,1,80,25,才女的藏书
玛露西尔,CASTER,splashcaster,5,1,召唤使魔,arts,base,0,0,1327.2,914.0,110.0,0.0,82.0,0.2,2.0,1,1,,,1,2654.4,2654.4,2654,2654,,37.9,929.0,,,,,,,,,,,,,,1,80,10,才女的藏书
玛露西尔,CASTER,splashcaster,5,2,爆破魔法,arts,base,0,0,1327.2,914.0,110.0,0.0,82.0,0.2,3.9,1,1,,,1,5176.1,5176.1,5176,5176,,129.4,759.8,,,,,,,,,,,,,,1,80,40,才女的藏书
Mechanist,TANK,protector,5,2,应力倒置,arts,base,0,0,402.0,342.0,60.0,0.0,0.0,0.0,0.7,1,1,30.0,1.2903225806451613,24,281.4,281.4,6753,6753,225.1,122.8,269.0,,,,,,,,,,,,,,1,55,30,Mechanist证章
迷迭香,SNIPER,bombarder,5,1,末梢阻断,physical,base,0,0,838.0,688.0,60.0,0.0,90.0,0.0,1.55,1,1,40.0,2.4299065420560746,17,1298.9,1298.9,22081,22081,552.0,441.6,542.2,,,,,,,,,,,,,,1,30,20,迷迭香特限证章
迷迭香,SNIPER,bombarder,5,2,“如你所愿”,physical,base,0,0,838.0,688.0,60.0,0.0,90.0,0.0,1.75,1,2.0,30.0,1.4953271028037383,21,1466.5,1466.5,30796,30796,1026.5,559.9,758.0,,,,,61593,,,,,,,,,1,60,35,迷迭香特限证章
Misery,SPECIAL,executor,5,1,战争的恭顺,physical,base,0,0,738.3,512.0,90.0,0.0,40.0,0.15000000000000002,1.6,1,1,10.0,0.7153846153846154,14,1181.3,1181.3,16537,16537,1653.8,,,,,,,,,,,,,,,,8,0,0,Misery证章
Misery,SPECIAL,executor,5,2,空间的归依,physical,base,0,0,738.3,512.0,90.0,0.0,40.0,0.15000000000000002,3.0,1,1,,,1,2214.9,2214.9,2214,2214,,,,,,,,,,,,,,,,,8,0,0,Misery证章
缪尔赛思,PIONEER,tactician,5,0,渐进性润化,physical,base,0,0,565.0,497.0,40.0,0.0,28.0,0.0,1.5,1,1,15.0,0.6666666666666666,23,847.5,847.5,19492,19492,1299.5,556.9,1041.2,,,,,,,,,,,,,,1,28,8,落叶四季
缪尔赛思,PIONEER,tactician,5,1,生态耦合,physical,base,0,0,565.0,497.0,40.0,0.0,28.0,0.0,1.5,1,1,15.0,,1,847.5,847.5,847,847,56.5,26.5,326.6,,,,,,,,,,,,,,1,35,18,落叶四季
缪尔赛思,PIONEER,tactician,5,2,浅层非熵适应,physical,base,0,0,565.0,497.0,40.0,0.0,28.0,0.0,1.5,1,1,15.0,,1,847.5,847.5,847,847,56.5,26.5,326.6,,,,,,,,,,,,,,1,35,18,落叶四季
谬因,CASTER,blastcaster,5,0,连续映射,arts,base,0,0,1425.6,876.0,110.0,0.0,70.0,0.35,2.65,1,1,,,1,3777.8,3777.8,3777,3777,,107.9,637.4,,,,,,,,,,,,,,1,35,0,第三相态
谬因,CASTER,blastcaster,5,1,临界瞬爆,arts,base,0,0,1425.6,876.0,110.0,0.0,70.0,0.35,1.5,1,1,8.0,2.9,3,2138.4,2138.4,6415,6415,801.9,641.5,784.1,,,,,,,,,,,,,,1,18,16,第三相态
谬因,CASTER,blastcaster,5,2,混沌的本质,arts,base,0,0,1425.6,876.0,110.0,0.0,70.0,0.35,4.9,1,1,36.0,1.7999999999999998,20,6985.4,6985.4,139708,139708,3880.8,3249.0,3348.5,,,,,,,,,,,,,,1,40,33,第三相态
Mon3tr,MEDIC,chainhealer,5,0,策略：超压链接,none,base,0,0,778.8,528.0,30.0,0.0,65.0,0.25,2.0,1,1,,,1,1557.5,,1557,,,,,1557,,,,,,,,,,,,,2,2,0,记忆存档
Mon3tr,MEDIC,chainhealer,5,2,策略：熔毁,true,base,0,0,778.8,528.0,30.0,0.0,65.0,0.25,4.3,1,1,25.0,1.125,23,3348.6,3348.6,77018,77018,3080.7,,,,,,,,,,,,,,,,2,15,11,记忆存档
莫斯提马,CASTER,splashcaster,5,0,攻击力强化·γ型,arts,base,0,0,1021.0,834.0,105.0,0.0,82.0,0.0,2.0,1,1,30.0,2.710280373831776,12,2042.0,2042.0,24504,24504,816.8,544.5,680.7,,,,,,,,,,,,,,1,30,15,锁与匙之家
莫斯提马,CASTER,splashcaster,5,1,荒时之锁,arts,base,0,0,1021.0,834.0,105.0,0.0,82.0,0.0,1.4,1,1,7.0,2.710280373831776,3,1429.4,1429.4,4288,4288,612.6,158.8,461.3,,,,,,,,,,,,,,1,50,30,锁与匙之家
莫斯提马,CASTER,splashcaster,5,2,序时之匙,arts,base,0,0,1021.0,834.0,105.0,0.0,82.0,0.0,2.7,1,1,27.0,2.710280373831776,10,2756.7,2756.7,27567,27567,1021.0,483.6,698.6,,,,,,,,,,,,,,1,110,80,锁与匙之家
魔王,SUPPORT,bard,5,1,明日渺远不及,true,base,0,0,460.1,369.0,30.0,0.0,27.0,0.08,2.75,1,1,35.0,1.3,27,1265.2,1265.2,34160,34160,976.0,683.2,793.6,,,,,,,,,,,,,,1,35,20,故事的结局
娜仁图亚,SNIPER,loopshooter,5,0,旋刃,physical,base,0,0,810.0,675.0,90.0,0.0,45.0,0.0,1.9,3.0,1,,,1,1539.0,1539.0,4617,4617,,923.4,1733.4,,,,,,,,,,,,,,1,5,0,“吹尽狂沙”
娜仁图亚,SNIPER,loopshooter,5,1,恶魇,physical,base,0,0,810.0,675.0,90.0,0.0,45.0,0.0,2.5,1,1,30.0,1.0,30,2025.0,2025.0,60750,60750,2025.0,,,,,,,,,,,,,,,,2,15,8,“吹尽狂沙”
娜仁图亚,SNIPER,loopshooter,5,2,吞日,physical,base,0,0,810.0,675.0,90.0,0.0,45.0,0.0,1.75,1,1,20.0,1.0,20,1417.5,1417.5,28350,28350,1417.5,945.0,1215.0,,,,,,,,,,,,,,1,30,20,“吹尽狂沙”
娜斯提,SUPPORT,craftsman,5,0,“拱卫”,arts,base,0,0,654.0,614.0,0.0,0.0,40.0,0.0,1.8,1,1,40.0,1.5,27,1177.2,1177.2,31784,31784,794.6,611.2,711.9,,,,,,,,,,,,,,1,40,28,工程师们
娜斯提,SUPPORT,craftsman,5,2,栖脚地,arts,base,0,0,654.0,614.0,0.0,0.0,40.0,0.0,2.6,1,1,15.0,1.5,10,1700.4,1700.4,17004,17004,1133.6,739.3,909.9,,,,,,,,,,,,,,1,25,17,工程师们
能天使,SNIPER,fastshot,5,0,冲锋模式,physical,base,0,0,713.4,540.0,90.0,0.0,43.0,0.06,1.45,3.0,1,,,1,1034.4,1034.4,3103,3103,,,,,,,,,,,,,,,,,2,4,0,欢迎光临，企鹅物流
能天使,SNIPER,fastshot,5,1,扫射模式,physical,base,0,0,713.4,540.0,90.0,0.0,43.0,0.06,1.25,4.0,1,15.0,0.8928571428571429,17,891.7,891.7,60637,60637,4042.5,2425.5,2767.9,,,,,,,,,,,,,,1,35,25,欢迎光临，企鹅物流
能天使,SNIPER,fastshot,5,2,过载模式,physical,base,0,0,713.4,540.0,90.0,0.0,43.0,0.06,1.1,5.0,1,15.0,0.7946428571428571,19,784.7,784.7,74548,74548,4969.9,2981.9,3324.4,,,,,,,,,,,,,,1,30,20,欢迎光临，企鹅物流
年,TANK,protector,5,0,锡灼,physical,base,0,0,689.0,619.0,0.0,0.0,70.0,0.0,1.45,1,1,30.0,1.5,20,999.0,999.0,19981,19981,666.0,399.6,592.5,,,,,,,,,,,,,,1,30,10,“请勿叩门”
年,TANK,protector,5,1,铜印,arts,base,0,0,689.0,619.0,0.0,0.0,70.0,0.0,0.9,1,1,35.0,,1,620.1,620.1,620,620,17.7,12.4,150.2,,,,,,,,,,,,,,1,50,35,“请勿叩门”
妮芙,CASTER,primcaster,5,0,笞心击,arts,base,0,0,849.8,655.0,90.0,0.0,80.0,0.03,2.1,1,1,20.0,1.4285714285714286,14,1784.5,1784.5,24982,24982,1249.1,832.8,1031.0,,,,,,1784,withered,89.2,11.21,22.42,457.9,170.2,628.1,1,30,20,心声
妮芙,CASTER,primcaster,5,1,怵然震爆,arts,base,0,0,849.8,655.0,90.0,0.0,80.0,0.03,4.0,1,1,,,1,3399.0,3399.0,3399,3399,,1133.0,1982.8,,,,,,212,withered,,,,,,,1,12,9,心声
妮芙,CASTER,primcaster,5,2,心防溃决,arts,base,0,0,849.8,655.0,90.0,0.0,80.0,0.03,3.2,1,2.0,35.0,0.9302325581395349,38,2719.2,2719.2,103329,103329,2952.3,1913.5,2244.0,,,,,206659,,,,,,,,,1,55,36,心声
泥岩,TANK,unyield,5,1,岩崩锤,physical,base,0,0,967.0,882.0,0.0,0.0,85.0,0.0,2.7,1,1,,,1,2610.9,2610.9,2610,2610,,,,,,,,,,,,,,,,,4,4,0,沃土的愿景
泥岩,TANK,unyield,5,2,秽壤的血脉,physical,base,0,0,967.0,882.0,0.0,0.0,85.0,0.0,2.4,1,1,30.0,1.3,24,2320.8,2320.8,55699,55699,1856.6,1392.5,1561.7,,,,,,,,,,,,,,1,25,15,沃土的愿景
怒潮凛冬,WARRIOR,hammer,5,0,誓不低头,physical,base,0,0,1590.3,1262.0,50.0,0.0,83.0,0.14,1.5,1,1,30.0,1.2,25,2385.5,2385.5,59636,59636,1987.9,1490.9,1848.7,,,,,,,,,,,,,,1,30,20,迟到的勋章
怒潮凛冬,WARRIOR,hammer,5,1,绝不罢休,physical,base,0,0,1590.3,1262.0,50.0,0.0,83.0,0.14,1.9,1,1,16.0,1.8,9,3021.6,3021.6,27194,27194,1699.6,906.5,1330.6,,,,,,,,,,,,,,1,50,36,迟到的勋章
怒潮凛冬,WARRIOR,hammer,5,2,无可抵挡,physical,base,0,0,1590.3,1262.0,50.0,0.0,83.0,0.14,2.4,1,1,,,1,3816.7,3816.7,3816,3816,,545.2,1454.0,,,,,,,,,,,,,,1,27,20,迟到的勋章
帕拉斯,WARRIOR,instructor,5,0,胜利的连击,physical,base,0,0,820.0,687.0,50.0,0.0,83.0,0.0,1.75,1,1,,,1,1435.0,1435.0,1435,1435,,,,,,,,,,,,,,,,,2,2,0,“故乡的山岩”
帕拉斯,WARRIOR,instructor,5,1,信念的长鞭,physical,base,0,0,820.0,687.0,50.0,0.0,83.0,0.0,1.8,1,1,25.0,1.05,24,1476.0,1476.0,35424,35424,1417.0,885.6,1193.1,,,,,,,,,,,,,,1,25,10,“故乡的山岩”
帕拉斯,WARRIOR,instructor,5,2,英勇的祝福,physical,base,0,0,820.0,687.0,50.0,0.0,83.0,0.0,2.0,1,3.0,30.0,1.05,29,1640.0,1640.0,47560,47560,1585.3,1056.9,1330.2,,,,,142680,,,,,,,,,1,50,35,“故乡的山岩”
佩佩,WARRIOR,hammer,5,0,盖戳！,physical,base,0,0,1708.7,1290.0,70.0,0.0,113.0,0.16,2.9,1,1,,,1,4955.2,4955.2,4955,4955,,991.0,2016.2,,,,,,,,,,,,,,1,5,0,晴雨
佩佩,WARRIOR,hammer,5,1,阻遏混乱锤,physical,base,0,0,1708.7,1290.0,70.0,0.0,113.0,0.16,1.9,1,1,18.0,1.0,18,3246.5,3246.5,58436,58436,3246.5,2337.5,2815.9,,,,,,,,,,,,,,1,25,18,晴雨
佩佩,WARRIOR,hammer,5,2,时光震荡,physical,base,0,0,1708.7,1290.0,70.0,0.0,113.0,0.16,3.4,1,1,40.0,2.0,20,5809.5,5809.5,116190,116190,2904.8,2323.8,2528.8,,,,,,,,,,,,,,1,45,35,晴雨
Pith,CASTER,splashcaster,5,1,“为我所为”,arts,base,0,0,1302.0,900.0,110.0,0.0,75.0,0.2,1.45,1,1,35.0,1.6111111111111112,22,1887.9,1887.9,41533,41533,1186.7,755.2,1062.9,,,,,,,,,,,,,,1,40,20,Pith证章
麒麟R夜刀,SPECIAL,executor,5,1,乱舞,physical,base,0,0,796.6,565.0,90.0,0.0,50.0,0.13,1.5,1,1,,,1,1195.0,1195.0,1194,1194,,,,,,,,,,,,,,,,,8,0,0,罗德岛制式双刀
麒麟R夜刀,SPECIAL,executor,5,2,空中回旋乱舞,physical,base,0,0,796.6,565.0,90.0,0.0,50.0,0.13,3.0,1,1,,,1,2389.9,2389.9,2389,2389,,,,,,,,,,,,,,,,,8,0,0,罗德岛制式双刀
琴柳,PIONEER,bearer,5,2,光辉旗帜,physical,base,0,0,654.0,546.0,40.0,0.0,68.0,0.0,3.0,1,1,10.0,,1,1962.0,1962.0,1962,1962,196.2,85.3,369.7,,,,,,,,,,,,,,1,20,7,牧人的歌
仇白,WARRIOR,lord,5,1,承影,mixed,base,0,0,823.0,718.0,50.0,0.0,55.0,0.0,2.4,1,1,5.0,1.2149532710280373,5,1975.2,1975.2,9876,9876,1975.2,,,,,,,,,,,,,,,,2,10,5,雪浸过的斗笠
仇白,WARRIOR,lord,5,2,问雪,physical,base,0,0,823.0,718.0,50.0,0.0,55.0,0.0,1.55,1,1,30.0,1.0833333333333333,28,1275.7,1275.7,35718,35718,1190.6,893.0,1098.7,,,,,,,,,,,,,,1,55,45,雪浸过的斗笠
Raidian,SUPPORT,slower,5,0,双声,arts,base,0,0,627.0,500.0,75.0,0.0,52.0,0.0,1.6,1,2.0,24.0,1.5833333333333333,16,1003.2,1003.2,16051,16051,668.8,486.4,600.4,,,,,32102,,,,,,,,,1,24,15,Raidian证章
Raidian,SUPPORT,slower,5,2,信号跃动,arts,base,0,0,627.0,500.0,75.0,0.0,52.0,0.0,2.1875,1,1,40.0,1.5833333333333333,26,1371.6,1371.6,35660,35660,891.5,713.2,801.0,,,,,,,,,,,,,,1,60,50,Raidian证章
忍冬,PIONEER,pioneer,5,1,坠刃拷问,arts,base,0,0,677.0,562.0,60.0,0.0,55.0,0.0,3.0,1,6.0,,,1,2031.0,2031.0,2031,2031,,,,,,,,12186,,,,,,,,,1,20,20,剑舞
