char_name,profession,sub_profession,rarity,atk,max_hp,def,magic_resistance,range_size,fragile,def_shred_pct,def_shred_flat,slow,ally_atk_pct,ally_as,control_dur,inspire_pct,inspire_atk,support_score,effects
苍苔,WARRIOR,instructor,4,745.0,2090,456.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,0.0,
医生,WARRIOR,instructor,4,692.0,3005,423.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,
芙兰卡,WARRIOR,fearless,4,1106.0,3988,260.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,
炎客,WARRIOR,fearless,4,963.0,4807,195.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,0.0,
摩根,WARRIOR,fearless,4,1062.0,4160,268.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,0.0,
Sharp,WARRIOR,fearless,4,1100.5,3565,265.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.5,0.0,
莱欧斯,WARRIOR,fearless,4,1030.0,4088,321.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,
因陀罗,WARRIOR,fighter,4,655.0,2765,350.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,
燧石,WARRIOR,fighter,4,675.0,2680,334.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,
达格达,WARRIOR,fighter,4,664.0,3247,345.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,
拉普兰德,WARRIOR,lord,4,800.0,2525,365.0,15.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,
断崖,WARRIOR,lord,4,800.0,2615,375.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,800.0,0.5,停顿1s(覆盖100%)
烈夏,WARRIOR,lord,4,779.0,2490,425.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,0.0,
铎铃,WARRIOR,crusher,4,2138.6,6878,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138.6,0.0,
柏喙,WARRIOR,sword,4,761.9,2550,332.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,761.9,0.9,晕眩1.8s(覆盖100%)
战车,WARRIOR,sword,4,716.0,2626,496.9,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,
幽灵鲨,WARRIOR,centurion,4,865.0,2893,403.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,
布洛卡,WARRIOR,centurion,4,1043.6,2490,456.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.6,0.0,
导火索,WARRIOR,centurion,4,905.0,2840,349.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,0.0,
摆渡人,WARRIOR,centurion,4,876.0,2972,333.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,0.0,
星极,WARRIOR,artsfghter,4,732.0,2523,509.6,15.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,
铸铁,WARRIOR,artsfghter,4,660.0,3665,369.0,15.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,
赤冬,WARRIOR,musha,4,828.0,3635,485.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,0.0,
火龙S黑角,WARRIOR,musha,4,874.2,4018,391.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.2,0.0,
羽毛笔,WARRIOR,reaper,4,815.4,2490,482.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.4,0.0,
海沫,WARRIOR,reaper,4,710.0,2670,454.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,
龙舌兰,WARRIOR,librator,4,377.0,4247,526.0,15.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,
奥达,WARRIOR,hammer,4,1614.0,2843,367.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.0,
聆音,WARRIOR,primguard,4,990.0,2600,350.0,10.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0,
祐天寺若麦,WARRIOR,hammer,4,1400.8,2810,404.0,0.0,2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.8,8.0,脆弱+3%(覆盖100%); 脆弱+6%(覆盖100%); 脆弱+8%(覆盖100%)
哈蒂娅,WARRIOR,mercenary,4,608.4,2895,393.0,10.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,608.4,1.0,晕眩2s(覆盖100%)
雷狼龙S空爆,WARRIOR,mercenary,4,585.5,3290,467.0,10.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.5,0.0,
蓝毒,SNIPER,fastshot,4,640.0,1230,130.0,5.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,
白金,SNIPER,fastshot,4,620.0,1720,165.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,
灰喉,SNIPER,fastshot,4,621.0,1673,152.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,0.0,
Stormeye,SNIPER,fastshot,4,595.0,1549,159.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,
四月,SNIPER,fastshot,4,635.0,1470,160.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,
寒芒克洛丝,SNIPER,fastshot,4,608.0,1710,176.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,608.0,0.1,晕眩0.2s(覆盖100%)
隐现,SNIPER,fastshot,4,635.0,1600,178.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,
陨星,SNIPER,aoesniper,4,1624.0,1685,116.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.0,0.0,
慑砂,SNIPER,aoesniper,4,978.0,1655,166.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,0.0,
截云,SNIPER,aoesniper,4,1162.3,1830,115.0,0.0,15,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1162.3,20.0,
送葬人,SNIPER,reaperrange,4,837.0,2330,185.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,0.0,
奥斯塔,SNIPER,reaperrange,4,806.0,2576,192.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0,
吉星,SNIPER,reaperrange,4,844.0,2500,190.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,
天空盒,SNIPER,skybreaker,4,984.0,1558,197.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,0.0,
阿米娅,CASTER,corecaster,4,732.0,1830,121.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,
苦艾,CASTER,corecaster,4,753.0,1570,124.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,0.0,
特米米,CASTER,corecaster,4,686.1,2120,144.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.1,0.0,
雪绒,CASTER,corecaster,4,745.0,1650,119.0,20.0,10,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,20.0,脆弱+10%(覆盖100%); 脆弱+2%(覆盖100%); 脆弱+20%(覆盖100%); 脆弱+2%(覆盖100%)
天火,CASTER,splashcaster,4,944.0,1620,122.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,0.0,
Pith,CASTER,splashcaster,4,821.0,1655,128.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,
惊蛰,CASTER,chain,4,785.0,1548,119.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,0.0,
星源,CASTER,chain,4,779.0,1560,122.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,0.0,
蜜蜡,CASTER,phalanx,4,875.0,2547,225.0,15.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,
莱恩哈特,CASTER,splashcaster,4,979.7,1792,120.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.7,0.0,
寒檀,CASTER,splashcaster,4,1116.0,1795,123.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,0.0,
复奏,CASTER,splashcaster,4,950.0,1670,125.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,
薄绿,CASTER,phalanx,4,859.0,2115,283.1,15.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0,0.0,
爱丽丝,CASTER,mystic,4,1471.0,1535,125.0,24.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.0,0.0,
和弦,CASTER,mystic,4,1457.0,1546,125.0,24.0,10,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1457.0,24.0,
戴菲恩,CASTER,mystic,4,1462.0,1652,128.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.0,0.0,
炎狱炎熔,CASTER,splashcaster,4,950.0,1708,115.0,20.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,
蚀清,CASTER,blastcaster,4,910.0,1762,120.0,20.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,
阿罗玛,CASTER,blastcaster,4,900.0,1841,115.0,20.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,900.0,1.2,浮空2.5s(覆盖100%)
耶拉,CASTER,funnel,4,450.8,1577,121.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.8,0.0,
洛洛,CASTER,funnel,4,413.9,1548,139.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.9,0.0,
至简,CASTER,funnel,4,390.0,1600,120.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,
时隙,CASTER,funnel,4,474.6,1615,125.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,474.6,0.8,停顿1.5s(覆盖100%)
折光,CASTER,primcaster,4,870.8,1389,111.0,15.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.8,0.0,
温米,CASTER,primcaster,4,711.0,1438,106.0,15.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,
Miss.Christine,CASTER,primcaster,4,705.0,1404,117.0,15.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.0,
特克诺,CASTER,soulcaster,4,645.1,1855,105.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.1,0.0,
梅尔,SUPPORT,summoner,4,518.0,1388,130.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,
稀音,SUPPORT,summoner,4,468.0,1305,220.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,
衡沙,SUPPORT,summoner,4,525.0,1351,160.0,20.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,525.0,0.2,停顿1s(覆盖50%)
赫默,MEDIC,physician,4,557.0,1715,142.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0,
华法琳,MEDIC,physician,4,627.0,1600,125.0,0.0,12,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,627.0,27.0,友方攻击+90%(覆盖60%)
亚叶,MEDIC,physician,4,529.0,1905,133.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,
Touch,MEDIC,physician,4,595.0,1633,135.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,
录武官,MEDIC,physician,4,577.0,1700,124.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,
锡兰,MEDIC,healer,4,553.0,1655,126.0,15.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,
絮雨,MEDIC,healer,4,572.0,1772,119.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,
诺威尔,MEDIC,healer,4,594.0,1712,108.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,
图耶,MEDIC,physician,4,615.0,1630,135.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,
桑葚,MEDIC,wandermedic,4,526.7,1597,99.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.7,0.0,
蜜莓,MEDIC,wandermedic,4,410.0,2033,107.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,
哈洛德,MEDIC,wandermedic,4,452.0,1640,100.0,10.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,
濯尘芙蓉,MEDIC,incantationmedic,4,611.0,1648,109.0,20.0,12,0.12,0.0,0.0,0.45,0.0,0.0,0.0,0.0,611.0,30.0,脆弱+6%(覆盖100%); 脆弱+2%(覆盖100%); 脆弱+12%(覆盖100%); 脆弱+2%(覆盖100%)
刺玫,MEDIC,incantationmedic,4,618.0,1693,100.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,
明椒,MEDIC,chainhealer,4,550.0,2066,171.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,
莎草,MEDIC,chainhealer,4,560.0,1865,193.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,
乌啾,MEDIC,chainhealer,4,555.0,2035,175.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,
风絮,MEDIC,watchman,4,505.0,1810,205.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,
临光,TANK,guardian,4,562.0,3080,625.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,
吽,TANK,guardian,4,442.0,3353,779.7,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,
深律,TANK,guardian,4,555.0,3180,600.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,
森西,TANK,guardian,4,510.0,3070,782.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,
红,SPECIAL,executor,4,679.0,1505,302.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,0.0,
槐琥,SPECIAL,executor,4,651.0,1550,334.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,0.0,
卡夫卡,SPECIAL,executor,4,731.2,2145,311.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.2,0.0,
乌有,SPECIAL,merchant,4,830.0,2838,396.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,830.0,2.0,晕眩3s(覆盖100%); 晕眩4s(覆盖100%)
裁度,SPECIAL,merchant,4,836.0,2813,411.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,0.0,
雷蛇,TANK,shotprotector,4,522.0,3240,798.0,10.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,
深巡,TANK,shotprotector,4,536.0,3253,784.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,
可颂,TANK,protector,4,380.0,4020,838.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,
拜松,TANK,protector,4,375.0,3706,946.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,
火神,TANK,unyield,4,870.0,4473,653.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,
折桠,TANK,unyield,4,865.0,4533,776.4,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,0.0,
石棉,TANK,artsprotector,4,718.0,3285,625.0,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,
暮落,TANK,artsprotector,4,746.3,3090,550.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.3,0.0,
暮落,TANK,artsprotector,4,918.8,3090,585.0,14.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.8,0.0,
车尔尼,TANK,artsprotector,4,665.0,3597,634.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,
闪击,TANK,shotprotector,4,542.0,3463,721.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,
暴雨,TANK,protector,4,378.0,4105,821.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,
灰毫,TANK,fortress,4,1083.5,3532,591.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.5,0.0,
火哨,TANK,fortress,4,1168.2,2983,797.7,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.2,0.0,
极光,TANK,duelist,4,1046.0,4407,695.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,0.0,
洋灰,TANK,duelist,4,1099.0,3642,788.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,0.0,
菲莱,TANK,primprotector,4,713.0,3527,584.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,
裂响,TANK,primprotector,4,632.0,3545,669.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,
普罗旺斯,SNIPER,closerange,4,926.0,1680,260.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,0.0,
玫拉,SNIPER,closerange,4,957.0,1664,240.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,0.0,
守林人,SNIPER,longrange,4,1262.0,1580,131.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.0,0.0,
安哲拉,SNIPER,longrange,4,1201.0,1919,128.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.0,
子月,SNIPER,longrange,4,1142.0,1996,155.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,0.0,
熔泉,SNIPER,siegesniper,4,1124.0,1667,158.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,0.0,
埃拉托,SNIPER,siegesniper,4,1097.0,1928,125.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,0.0,
矩,SNIPER,siegesniper,4,1130.0,1880,120.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,0.0,
承曦格雷伊,SNIPER,bombarder,4,728.0,2120,255.0,15.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,
冰酿,SNIPER,hunter,4,1138.0,2060,224.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,0.0,
雪猎,SNIPER,hunter,4,1126.0,2120,222.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,0.0,
水灯心,SNIPER,loopshooter,4,830.5,2560,165.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.5,0.0,
空构,SPECIAL,geek,4,747.0,2093,176.0,10.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,747.0,0.5,晕眩0.5s(覆盖100%); 晕眩1s(覆盖100%)
崖心,SPECIAL,hookmaster,4,1050.0,1970,445.2,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,
雪雉,SPECIAL,hookmaster,4,745.0,2345,426.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,0.0,
杏仁,SPECIAL,hookmaster,4,695.0,2610,480.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,
初雪,SUPPORT,underminer,4,495.0,1785,102.0,25.0,16,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,33.0,脆弱+15%(覆盖100%); 脆弱+18%(覆盖100%); 脆弱+30%(覆盖100%); 脆弱+33%(覆盖100%)
巫恋,SUPPORT,underminer,4,503.0,1728,140.0,25.0,16,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,33.0,脆弱+10%(覆盖100%); 脆弱+13%(覆盖100%); 脆弱+20%(覆盖100%); 脆弱+23%(覆盖100%); 脆弱+30%(覆盖100%); 脆弱+33%(覆盖100%)
海霓,SUPPORT,underminer,4,538.0,1625,136.0,25.0,16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,18.0,脆弱+8%(覆盖100%); 脆弱+10%(覆盖100%); 脆弱+16%(覆盖100%); 脆弱+18%(覆盖100%)
真理,SUPPORT,slower,4,583.0,1440,103.7,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,
格劳克斯,SUPPORT,slower,4,585.0,1687,100.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,
但书,SUPPORT,slower,4,672.8,1418,102.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.8,0.0,
小满,SUPPORT,slower,4,631.0,1380,100.0,20.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,
掠风,SUPPORT,craftsman,4,783.6,2900,465.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.6,0.0,
凯瑟琳,SUPPORT,craftsman,4,620.0,2880,490.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,
阿兰娜,SUPPORT,craftsman,4,665.0,2560,502.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,
空,SUPPORT,bard,4,439.6,1556,258.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,439.6,21.1,"鼓舞(施法者攻击力+100%,覆盖60%)"
海蒂,SUPPORT,bard,4,442.0,1610,310.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,442.0,21.6,"鼓舞(施法者攻击力+110%,覆盖56%)"
三角初华,SUPPORT,bard,4,401.0,1610,253.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,
月禾,SUPPORT,blessing,4,535.0,2020,216.0,25.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,
九色鹿,SUPPORT,blessing,4,528.0,2035,204.0,25.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,
夏栎,SUPPORT,blessing,4,493.0,2190,227.0,25.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,
行箸,SUPPORT,blessing,4,513.0,1921,231.0,25.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,
撷英调香师,SUPPORT,blessing,4,520.0,2245,182.0,25.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,
凛视,SUPPORT,ritualist,4,565.0,1492,101.0,15.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,0.0,
波卜,SUPPORT,ritualist,4,521.0,1305,138.0,15.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,0.0,
伯塔尼,SUPPORT,ritualist,4,533.0,1465,108.0,15.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,
佩德洛,SUPPORT,supportiveranger,4,891.0,1805,210.0,10.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,0.0,
狮蝎,SPECIAL,stalker,4,1529.6,1630,404.0,30.0,10,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1529.6,20.0,
绮良,SPECIAL,stalker,4,858.0,2310,400.0,30.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,0.0,
八幡海铃,SPECIAL,stalker,4,909.0,2074,361.0,30.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,909.0,1.5,停顿3s(覆盖100%)
食铁兽,SPECIAL,pusher,4,720.0,2315,417.0,0.0,2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,720.0,12.0,
见行者,SPECIAL,pusher,4,713.0,2527,416.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,
罗宾,SPECIAL,traper,4,594.0,1827,166.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,
霜华,SPECIAL,traper,4,616.0,1559,182.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,0.0,
钼铅,SPECIAL,traper,4,610.0,1650,185.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,
贝娜,SPECIAL,dollkeeper,4,797.0,2815,315.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,0.0,
风丸,SPECIAL,dollkeeper,4,837.0,2372,358.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,0.0,
双月,SPECIAL,dollkeeper,4,823.0,2436,361.0,0.0,2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,22.0,脆弱+10%(覆盖100%); 脆弱+12%(覆盖100%); 脆弱+20%(覆盖100%); 脆弱+22%(覆盖100%)
若叶睦,SPECIAL,dollkeeper,4,792.0,2740,478.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,0.0,
锡人,SPECIAL,alchemist,4,534.0,1414,99.0,30.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,0.0,
蒂比,SPECIAL,skywalker,4,785.0,2368,430.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,0.0,
