size,dps,skill,supports,def,combined,uplift,utility
4,涤火杰西卡,掩蔽护卫,巫恋+极境+华法琳,300,7746,1.69,6.0
4,涤火杰西卡,掩蔽护卫,巫恋+引星棘刺+华法琳,300,7746,1.69,0.0
4,烛煌,众恶的焚场,凛御银灰+海蒂+灵知,300,7746,1.013,0.0
4,涤火杰西卡,饱和迸射,初雪+极境+华法琳,300,7745,1.139,6.0
4,涤火杰西卡,饱和迸射,初雪+引星棘刺+华法琳,300,7745,1.139,0.0
4,涤火杰西卡,饱和迸射,海蒂+铃兰+灵知,300,7737,1.137,0.0
4,新约能天使,开火成瘾症,巫恋+海霓+灵知,300,7733,0.889,6.0
4,涤火杰西卡,掩蔽护卫,巫恋+海蒂+铃兰,300,7730,1.685,0.0
4,领主·Sharp,沉默的爆发,巫恋+极境+华法琳,1200,7730,2.17,6.0
4,领主·Sharp,沉默的爆发,巫恋+引星棘刺+华法琳,1200,7730,2.17,0.0
4,新约能天使,开火成瘾症,凛御银灰+灵知+华法琳,1200,7728,1.979,0.0
4,涤火杰西卡,掩蔽护卫,海霓+海蒂+华法琳,300,7728,1.684,6.0
4,艾拉,“博萨克风暴”,铃兰+灵知+华法琳,300,7727,1.465,0.0
4,艾拉,“博萨克风暴”,凛御银灰+初雪+海蒂,300,7724,1.464,0.0
4,涤火杰西卡,饱和迸射,巫恋+极境+华法琳,300,7723,1.133,6.0
4,涤火杰西卡,饱和迸射,巫恋+引星棘刺+华法琳,300,7723,1.133,0.0
4,能天使,过载模式,极境+灵知+华法琳,300,7723,1.655,6.0
4,能天使,过载模式,灵知+引星棘刺+华法琳,300,7723,1.655,0.0
4,佩佩,阻遏混乱锤,凛御银灰+初雪+华法琳,300,7723,1.621,0.0
4,新约能天使,开火成瘾症,巫恋+海蒂+铃兰,1200,7714,1.973,0.0
4,重岳,拂尘,凛御银灰+巫恋+华法琳,300,7714,1.604,0.0
4,贝洛内,军师的手段,凛御银灰+巫恋+华法琳,300,7714,1.852,0.0
4,艾拉,“博萨克风暴”,海霓+海蒂+华法琳,300,7714,1.461,6.0
4,百炼嘉维尔,丛林之魂,初雪+海蒂+灵知,300,7713,1.228,0.0
4,涤火杰西卡,饱和迸射,初雪+极境+华法琳,1200,7712,1.472,6.0
4,涤火杰西卡,饱和迸射,初雪+引星棘刺+华法琳,1200,7712,1.472,0.0
4,艾拉,“博萨克风暴”,巫恋+海蒂+灵知,300,7712,1.46,0.0
4,贝洛内,军师的手段,初雪+铃兰+华法琳,300,7710,1.851,0.0
4,百炼嘉维尔,丛林之魂,巫恋+海霓+华法琳,1200,7709,2.881,6.0
4,能天使,扫射模式,初雪+极境+华法琳,300,7708,2.053,6.0
4,能天使,扫射模式,初雪+引星棘刺+华法琳,300,7708,2.053,0.0
4,百炼嘉维尔,丛林之魂,巫恋+极境+华法琳,1200,7706,2.88,6.0
4,百炼嘉维尔,丛林之魂,巫恋+引星棘刺+华法琳,1200,7706,2.88,0.0
4,领主·Sharp,沉默的爆发,巫恋+海蒂+灵知,300,7705,1.172,0.0
4,烛煌,众恶的焚场,海霓+濯尘芙蓉+华法琳,300,7704,1.002,10.5
4,可露希尔,Q.E.D.,巫恋+海蒂+华法琳,300,7702,2.108,0.0
4,忍冬,隐狐之艺,凛御银灰+初雪+海蒂,300,7690,1.637,0.0
4,忍冬,隐狐之艺,巫恋+濯尘芙蓉+华法琳,300,7689,1.636,4.5
4,百炼嘉维尔,丛林之魂,初雪+濯尘芙蓉+华法琳,1200,7688,2.871,4.5
4,能天使,过载模式,海霓+铃兰+华法琳,300,7686,1.643,6.0
4,百炼嘉维尔,丛林之魂,凛御银灰+濯尘芙蓉+华法琳,300,7683,1.219,4.5
4,隐德来希,灵与欲的惜别,巫恋+初雪+华法琳,300,7682,2.024,0.0
4,隐德来希,灵与欲的惜别,巫恋+初雪+华法琳,1200,7682,5.709,0.0
4,烛煌,众恶的焚场,巫恋+海霓+海蒂,300,7682,0.996,6.0
4,烛煌,众恶的焚场,初雪+海霓+海蒂,300,7682,0.996,6.0
4,领主·Sharp,沉默的爆发,凛御银灰+初雪+海蒂,300,7680,1.165,0.0
4,涤火杰西卡,掩蔽护卫,初雪+极境+华法琳,1200,7679,38.593,6.0
4,涤火杰西卡,掩蔽护卫,初雪+引星棘刺+华法琳,1200,7679,38.593,0.0
4,新约能天使,开火成瘾症,海霓+海蒂+铃兰,300,7678,0.875,6.0
3,能天使,过载模式,初雪+海蒂,300,7676,1.639,0.0
4,能天使,过载模式,初雪+塞雷娅+海蒂,300,7676,1.639,6.0
4,能天使,过载模式,初雪+海蒂+阿斯卡纶,300,7676,1.639,6.0
4,能天使,过载模式,初雪+海蒂+予愿安洁莉娜,300,7676,1.639,6.0
4,能天使,过载模式,初雪+海蒂+泥岩,300,7676,1.639,6.0
4,能天使,过载模式,初雪+海蒂+和弦,300,7676,1.639,6.0
4,能天使,过载模式,初雪+海蒂+夜魔,300,7676,1.639,6.0
4,能天使,过载模式,初雪+海蒂+烛煌,300,7676,1.639,7.5
4,领主·Sharp,沉默的爆发,巫恋+濯尘芙蓉+华法琳,1200,7676,2.148,4.5
4,佩佩,阻遏混乱锤,凛御银灰+巫恋+华法琳,300,7675,1.605,0.0
4,赤刃明霄陈,赤霄·绝影-驰,巫恋+初雪+华法琳,300,7672,1.556,0.0
3,涤火杰西卡,饱和迸射,初雪+华法琳,300,7667,1.118,0.0
4,涤火杰西卡,饱和迸射,初雪+塞雷娅+华法琳,300,7667,1.118,6.0
4,涤火杰西卡,饱和迸射,初雪+华法琳+阿斯卡纶,300,7667,1.118,6.0
4,涤火杰西卡,饱和迸射,初雪+华法琳+予愿安洁莉娜,300,7667,1.118,6.0
4,涤火杰西卡,饱和迸射,初雪+华法琳+泥岩,300,7667,1.118,6.0
4,涤火杰西卡,饱和迸射,初雪+华法琳+和弦,300,7667,1.118,6.0
4,涤火杰西卡,饱和迸射,初雪+华法琳+夜魔,300,7667,1.118,6.0
4,涤火杰西卡,饱和迸射,初雪+华法琳+烛煌,300,7667,1.118,7.5
4,艾拉,“博萨克风暴”,初雪+灵知+华法琳,1200,7666,4.744,0.0
4,重岳,拂尘,初雪+海蒂+华法琳,1200,7660,2.714,0.0
4,贝洛内,军师的手段,巫恋+初雪+海蒂,300,7659,1.832,0.0
4,贝洛内,军师的手段,巫恋+初雪+海蒂,1200,7659,10.621,0.0
4,新约能天使,开火成瘾症,凛御银灰+巫恋+海霓,300,7658,0.87,6.0
4,涤火杰西卡,饱和迸射,凛御银灰+铃兰+华法琳,1200,7658,1.454,0.0
4,重岳,拂尘,初雪+铃兰+华法琳,300,7651,1.582,0.0
4,谬因,混沌的本质,巫恋+灵知+华法琳,300,7650,1.464,0.0
4,谬因,混沌的本质,初雪+灵知+华法琳,300,7650,1.464,0.0
4,忍冬,隐狐之艺,巫恋+海蒂+灵知,300,7650,1.623,0.0
4,涤火杰西卡,饱和迸射,凛御银灰+海蒂+铃兰,300,7648,1.113,0.0
4,涤火杰西卡,饱和迸射,铃兰+濯尘芙蓉+华法琳,300,7648,1.113,4.5
3,灵知,失温症,巫恋+海蒂,300,7647,0.934,0.0
3,灵知,失温症,初雪+海蒂,300,7647,0.934,0.0
4,灵知,失温症,巫恋+塞雷娅+海蒂,300,7647,0.934,6.0
4,灵知,失温症,巫恋+极境+海蒂,300,7647,0.934,6.0
4,灵知,失温症,巫恋+海蒂+引星棘刺,300,7647,0.934,0.0
4,灵知,失温症,巫恋+海蒂+阿斯卡纶,300,7647,0.934,6.0
4,灵知,失温症,巫恋+海蒂+予愿安洁莉娜,300,7647,0.934,6.0
4,灵知,失温症,巫恋+海蒂+泥岩,300,7647,0.934,6.0
4,灵知,失温症,巫恋+海蒂+和弦,300,7647,0.934,6.0
4,灵知,失温症,巫恋+海蒂+夜魔,300,7647,0.934,6.0
4,灵知,失温症,巫恋+海蒂+烛煌,300,7647,0.934,7.5
4,灵知,失温症,初雪+塞雷娅+海蒂,300,7647,0.934,6.0
4,灵知,失温症,初雪+极境+海蒂,300,7647,0.934,6.0
4,灵知,失温症,初雪+海蒂+引星棘刺,300,7647,0.934,0.0
4,灵知,失温症,初雪+海蒂+阿斯卡纶,300,7647,0.934,6.0
4,灵知,失温症,初雪+海蒂+予愿安洁莉娜,300,7647,0.934,6.0
4,灵知,失温症,初雪+海蒂+泥岩,300,7647,0.934,6.0
4,灵知,失温症,初雪+海蒂+和弦,300,7647,0.934,6.0
4,灵知,失温症,初雪+海蒂+夜魔,300,7647,0.934,6.0
4,灵知,失温症,初雪+海蒂+烛煌,300,7647,0.934,7.5
4,新约能天使,开火成瘾症,初雪+海霓+铃兰,300,7646,0.867,6.0
4,领主·Sharp,沉默的爆发,铃兰+濯尘芙蓉+华法琳,300,7646,1.155,4.5
3,涤火杰西卡,饱和迸射,巫恋+华法琳,300,7645,1.112,0.0
4,涤火杰西卡,饱和迸射,巫恋+塞雷娅+华法琳,300,7645,1.112,6.0
4,涤火杰西卡,饱和迸射,巫恋+华法琳+阿斯卡纶,300,7645,1.112,6.0
4,涤火杰西卡,饱和迸射,巫恋+华法琳+予愿安洁莉娜,300,7645,1.112,6.0
4,涤火杰西卡,饱和迸射,巫恋+华法琳+泥岩,300,7645,1.112,6.0
4,涤火杰西卡,饱和迸射,巫恋+华法琳+和弦,300,7645,1.112,6.0
4,涤火杰西卡,饱和迸射,巫恋+华法琳+夜魔,300,7645,1.112,6.0
4,涤火杰西卡,饱和迸射,巫恋+华法琳+烛煌,300,7645,1.112,7.5
4,能天使,扫射模式,海蒂+灵知+华法琳,300,7645,2.028,0.0
3,新约能天使,开火成瘾症,初雪+海蒂,300,7641,0.866,0.0
4,新约能天使,开火成瘾症,初雪+塞雷娅+海蒂,300,7641,0.866,6.0
4,新约能天使,开火成瘾症,初雪+海蒂+阿斯卡纶,300,7641,0.866,6.0
4,新约能天使,开火成瘾症,初雪+海蒂+予愿安洁莉娜,300,7641,0.866,6.0
4,新约能天使,开火成瘾症,初雪+海蒂+泥岩,300,7641,0.866,6.0
4,新约能天使,开火成瘾症,初雪+海蒂+和弦,300,7641,0.866,6.0
4,新约能天使,开火成瘾症,初雪+海蒂+夜魔,300,7641,0.866,6.0
4,新约能天使,开火成瘾症,初雪+海蒂+烛煌,300,7641,0.866,7.5
4,涤火杰西卡,饱和迸射,初雪+海霓+海蒂,1200,7638,1.448,6.0
4,艾拉,“博萨克风暴”,凛御银灰+铃兰+华法琳,300,7638,1.436,0.0
4,百炼嘉维尔,丛林之魂,巫恋+海蒂+灵知,300,7634,1.205,0.0
4,涤火杰西卡,掩蔽护卫,初雪+海霓+海蒂,300,7633,1.651,6.0
4,百炼嘉维尔,丛林之魂,巫恋+初雪+灵知,300,7631,1.204,0.0
4,百炼嘉维尔,丛林之魂,巫恋+初雪+灵知,1200,7631,2.842,0.0
4,烛煌,众恶的焚场,海蒂+铃兰+灵知,300,7631,0.983,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+初雪+海蒂,300,7629,1.204,0.0
4,艾拉,“博萨克风暴”,凛御银灰+巫恋+海蒂,300,7629,1.434,0.0
3,灵知,失温症,凛御银灰+华法琳,300,7628,0.929,0.0
4,灵知,失温症,凛御银灰+塞雷娅+华法琳,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+极境+华法琳,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+引星棘刺+华法琳,300,7628,0.929,0.0
4,灵知,失温症,凛御银灰+华法琳+阿斯卡纶,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+华法琳+予愿安洁莉娜,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+华法琳+泥岩,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+华法琳+和弦,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+华法琳+夜魔,300,7628,0.929,6.0
4,灵知,失温症,凛御银灰+华法琳+烛煌,300,7628,0.929,7.5
3,新约能天使,开火成瘾症,巫恋+初雪,300,7627,0.863,0.0
3,新约能天使,开火成瘾症,巫恋+初雪,1200,7627,1.94,0.0
4,新约能天使,开火成瘾症,巫恋+初雪+塞雷娅,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+塞雷娅,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+极境,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+极境,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+引星棘刺,300,7627,0.863,0.0
4,新约能天使,开火成瘾症,巫恋+初雪+引星棘刺,1200,7627,1.94,0.0
4,新约能天使,开火成瘾症,巫恋+初雪+阿斯卡纶,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+阿斯卡纶,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+予愿安洁莉娜,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+予愿安洁莉娜,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+泥岩,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+泥岩,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+和弦,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+和弦,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+夜魔,300,7627,0.863,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+夜魔,1200,7627,1.94,6.0
4,新约能天使,开火成瘾症,巫恋+初雪+烛煌,300,7627,0.863,7.5
4,新约能天使,开火成瘾症,巫恋+初雪+烛煌,1200,7627,1.94,7.5
4,涤火杰西卡,饱和迸射,初雪+海蒂+濯尘芙蓉,300,7624,1.106,4.5
4,涤火杰西卡,饱和迸射,巫恋+极境+华法琳,1200,7623,1.443,6.0
4,涤火杰西卡,饱和迸射,巫恋+引星棘刺+华法琳,1200,7623,1.443,0.0
4,领主·Sharp,沉默的爆发,凛御银灰+巫恋+海蒂,300,7622,1.148,0.0
4,能天使,过载模式,凛御银灰+极境+华法琳,300,7617,1.619,6.0
4,能天使,过载模式,凛御银灰+引星棘刺+华法琳,300,7617,1.619,0.0
4,新约能天使,开火成瘾症,铃兰+灵知+华法琳,1200,7613,1.934,0.0
4,艾拉,“博萨克风暴”,初雪+海蒂+铃兰,300,7613,1.429,0.0
4,佩佩,阻遏混乱锤,初雪+铃兰+华法琳,300,7612,1.583,0.0
4,艾拉,“博萨克风暴”,初雪+极境+华法琳,300,7609,1.428,6.0
4,艾拉,“博萨克风暴”,初雪+引星棘刺+华法琳,300,7609,1.428,0.0
4,重岳,拂尘,巫恋+铃兰+华法琳,300,7604,1.567,0.0
4,贝洛内,军师的手段,巫恋+铃兰+华法琳,300,7604,1.811,0.0
4,涤火杰西卡,饱和迸射,巫恋+海蒂+濯尘芙蓉,300,7600,1.099,4.5
4,新约能天使,开火成瘾症,海霓+海蒂+华法琳,1200,7583,1.923,6.0
4,艾拉,“博萨克风暴”,凛御银灰+初雪+华法琳,1200,7583,4.682,0.0
4,忍冬,隐狐之艺,初雪+海蒂+铃兰,300,7580,1.599,0.0
4,能天使,过载模式,濯尘芙蓉+灵知+华法琳,300,7577,1.605,4.5
3,新约能天使,开火成瘾症,巫恋+海蒂,300,7574,0.85,0.0
4,新约能天使,开火成瘾症,巫恋+塞雷娅+海蒂,300,7574,0.85,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+阿斯卡纶,300,7574,0.85,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+予愿安洁莉娜,300,7574,0.85,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+泥岩,300,7574,0.85,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+和弦,300,7574,0.85,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+夜魔,300,7574,0.85,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+烛煌,300,7574,0.85,7.5
4,涤火杰西卡,掩蔽护卫,凛御银灰+灵知+华法琳,300,7573,1.63,0.0
4,能天使,扫射模式,初雪+海蒂+灵知,300,7573,2.0,0.0
4,领主·Sharp,沉默的爆发,初雪+海蒂+铃兰,300,7570,1.134,0.0
4,新约能天使,开火成瘾症,海蒂+濯尘芙蓉+灵知,300,7569,0.848,4.5
4,能天使,扫射模式,巫恋+濯尘芙蓉+华法琳,300,7568,1.998,4.5
4,谬因,混沌的本质,凛御银灰+巫恋+华法琳,300,7567,1.437,0.0
4,谬因,混沌的本质,凛御银灰+初雪+华法琳,300,7567,1.437,0.0
4,忍冬,隐狐之艺,凛御银灰+巫恋+海蒂,300,7567,1.595,0.0
4,佩佩,阻遏混乱锤,巫恋+铃兰+华法琳,300,7565,1.568,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+巫恋+初雪,300,7563,1.184,0.0
4,百炼嘉维尔,丛林之魂,凛御银灰+巫恋+初雪,1200,7563,2.808,0.0
4,灵知,失温症,凛御银灰+巫恋+初雪,300,7563,0.913,0.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+灵知,300,7562,1.131,0.0
4,领主·Sharp,沉默的爆发,巫恋+初雪+灵知,1200,7562,2.102,0.0
4,新约能天使,开火成瘾症,极境+濯尘芙蓉+华法琳,300,7561,0.847,10.5
4,新约能天使,开火成瘾症,濯尘芙蓉+引星棘刺+华法琳,300,7561,0.847,4.5
4,新约能天使,开火成瘾症,巫恋+海霓+铃兰,300,7559,0.846,6.0
4,新约能天使,开火成瘾症,初雪+濯尘芙蓉+灵知,300,7559,0.846,4.5
4,百炼嘉维尔,丛林之魂,铃兰+濯尘芙蓉+华法琳,300,7556,1.183,4.5
4,领主·Sharp,沉默的爆发,海蒂+濯尘芙蓉+华法琳,300,7556,1.13,4.5
4,百炼嘉维尔,丛林之魂,凛御银灰+巫恋+海蒂,300,7551,1.181,0.0
4,重岳,拂尘,海蒂+灵知+华法琳,300,7543,1.546,0.0
4,烛煌,众恶的焚场,凛御银灰+海蒂+铃兰,300,7542,0.96,0.0
4,能天使,扫射模式,凛御银灰+海蒂+华法琳,300,7541,1.987,0.0
4,予愿安洁莉娜,酸橙的心事,初雪+灵知+华法琳,300,7538,1.589,0.0
4,能天使,扫射模式,巫恋+极境+华法琳,300,7538,1.985,6.0
4,能天使,扫射模式,巫恋+引星棘刺+华法琳,300,7538,1.985,0.0
4,涤火杰西卡,饱和迸射,巫恋+海霓+海蒂,1200,7537,1.416,6.0
4,忍冬,隐狐之艺,海霓+海蒂+华法琳,300,7537,1.584,6.0
4,真言,意识联协,巫恋+初雪+华法琳,300,7533,1.18,0.0
4,艾拉,“博萨克风暴”,巫恋+极境+华法琳,300,7530,1.402,6.0
4,艾拉,“博萨克风暴”,巫恋+引星棘刺+华法琳,300,7530,1.402,0.0
3,烛煌,众恶的焚场,灵知+华法琳,300,7526,0.956,0.0
4,烛煌,众恶的焚场,塞雷娅+灵知+华法琳,300,7526,0.956,6.0
4,烛煌,众恶的焚场,极境+灵知+华法琳,300,7526,0.956,6.0
4,烛煌,众恶的焚场,灵知+引星棘刺+华法琳,300,7526,0.956,0.0
4,烛煌,众恶的焚场,灵知+华法琳+阿斯卡纶,300,7526,0.956,6.0
4,烛煌,众恶的焚场,灵知+华法琳+予愿安洁莉娜,300,7526,0.956,6.0
4,烛煌,众恶的焚场,灵知+华法琳+泥岩,300,7526,0.956,6.0
4,烛煌,众恶的焚场,灵知+华法琳+和弦,300,7526,0.956,6.0
4,烛煌,众恶的焚场,灵知+华法琳+夜魔,300,7526,0.956,6.0
4,新约能天使,开火成瘾症,凛御银灰+铃兰+华法琳,1200,7525,1.9,0.0
4,百炼嘉维尔,丛林之魂,初雪+海蒂+铃兰,300,7520,1.172,0.0
4,艾拉,“博萨克风暴”,巫恋+海蒂+铃兰,300,7520,1.399,0.0
4,忍冬,隐狐之艺,初雪+极境+华法琳,300,7519,1.578,6.0
4,忍冬,隐狐之艺,初雪+引星棘刺+华法琳,300,7519,1.578,0.0
4,领主·Sharp,沉默的爆发,巫恋+海蒂+铃兰,300,7513,1.117,0.0
4,新约能天使,开火成瘾症,巫恋+极境+海蒂,1200,7508,1.894,6.0
4,新约能天使,开火成瘾症,巫恋+海蒂+引星棘刺,1200,7508,1.894,0.0
4,涤火杰西卡,饱和迸射,海蒂+濯尘芙蓉+华法琳,1200,7508,1.406,4.5
4,予愿安洁莉娜,酸橙的心事,巫恋+灵知+华法琳,300,7506,1.578,0.0
4,重岳,拂尘,巫恋+海蒂+华法琳,1200,7501,2.637,0.0
4,领主·Sharp,沉默的爆发,凛御银灰+巫恋+初雪,300,7494,1.112,0.0
4,领主·Sharp,沉默的爆发,凛御银灰+巫恋+初雪,1200,7494,2.074,0.0
3,灵知,失温症,铃兰+华法琳,300,7491,0.894,0.0
4,灵知,失温症,塞雷娅+铃兰+华法琳,300,7491,0.894,6.0
4,灵知,失温症,极境+铃兰+华法琳,300,7491,0.894,6.0
4,灵知,失温症,铃兰+引星棘刺+华法琳,300,7491,0.894,0.0
4,灵知,失温症,铃兰+华法琳+阿斯卡纶,300,7491,0.894,6.0
4,灵知,失温症,铃兰+华法琳+予愿安洁莉娜,300,7491,0.894,6.0
4,灵知,失温症,铃兰+华法琳+泥岩,300,7491,0.894,6.0
4,灵知,失温症,铃兰+华法琳+和弦,300,7491,0.894,6.0
4,灵知,失温症,铃兰+华法琳+夜魔,300,7491,0.894,6.0
4,灵知,失温症,铃兰+华法琳+烛煌,300,7491,0.894,7.5
4,能天使,扫射模式,凛御银灰+初雪+海蒂,300,7491,1.967,0.0
4,艾拉,“博萨克风暴”,初雪+极境+华法琳,1200,7490,4.612,6.0
4,艾拉,“博萨克风暴”,初雪+引星棘刺+华法琳,1200,7490,4.612,0.0
4,涤火杰西卡,饱和迸射,海霓+灵知+华法琳,1200,7489,1.4,6.0
4,涤火杰西卡,掩蔽护卫,巫恋+初雪+灵知,300,7487,1.6,0.0
4,涤火杰西卡,掩蔽护卫,巫恋+初雪+灵知,1200,7487,37.6,0.0
4,新约能天使,开火成瘾症,凛御银灰+初雪+濯尘芙蓉,300,7482,0.827,4.5
4,涤火杰西卡,掩蔽护卫,巫恋+海霓+海蒂,300,7482,1.599,6.0
4,能天使,过载模式,凛御银灰+濯尘芙蓉+华法琳,300,7482,1.573,4.5
4,能天使,过载模式,极境+铃兰+华法琳,300,7480,1.572,6.0
4,能天使,过载模式,铃兰+引星棘刺+华法琳,300,7480,1.572,0.0
4,忍冬,隐狐之艺,凛御银灰+灵知+华法琳,300,7480,1.565,0.0
4,涤火杰西卡,饱和迸射,海霓+海蒂+灵知,300,7479,1.066,6.0
4,灵知,失温症,海霓+海蒂+濯尘芙蓉,300,7475,0.89,10.5
4,新约能天使,开火成瘾症,凛御银灰+海蒂+濯尘芙蓉,300,7474,0.825,4.5
4,灵知,失温症,巫恋+初雪+铃兰,300,7474,0.89,0.0
4,艾拉,“博萨克风暴”,初雪+铃兰+华法琳,1200,7474,4.6,0.0
4,新约能天使,开火成瘾症,巫恋+濯尘芙蓉+灵知,300,7473,0.825,4.5
4,百炼嘉维尔,丛林之魂,巫恋+初雪+铃兰,300,7473,1.159,0.0
4,百炼嘉维尔,丛林之魂,巫恋+初雪+铃兰,1200,7473,2.763,0.0
4,艾拉,“博萨克风暴”,海霓+灵知+华法琳,300,7469,1.383,6.0
4,新约能天使,开火成瘾症,巫恋+海霓+海蒂,1200,7467,1.878,6.0
4,真言,无言为真,巫恋+初雪+华法琳,300,7466,1.556,0.0
4,贝洛内,军师的手段,初雪+海霓+华法琳,300,7463,1.759,6.0
4,涤火杰西卡,掩蔽护卫,铃兰+灵知+华法琳,300,7461,1.591,0.0
4,新约能天使,开火成瘾症,初雪+海蒂+濯尘芙蓉,1200,7460,1.875,4.5
4,百炼嘉维尔,丛林之魂,海蒂+濯尘芙蓉+华法琳,300,7460,1.155,4.5
4,谬因,混沌的本质,巫恋+铃兰+华法琳,300,7459,1.402,0.0
4,谬因,混沌的本质,初雪+铃兰+华法琳,300,7459,1.402,0.0
4,忍冬,隐狐之艺,巫恋+海蒂+铃兰,300,7459,1.557,0.0
4,忍冬,隐狐之艺,巫恋+海蒂+华法琳,1200,7458,11.938,0.0
4,予愿安洁莉娜,酸橙的心事,凛御银灰+初雪+华法琳,300,7456,1.561,0.0
4,能天使,扫射模式,初雪+极境+华法琳,1200,7453,38.174,6.0
4,能天使,扫射模式,初雪+引星棘刺+华法琳,1200,7453,38.174,0.0
4,予愿安洁莉娜,酸橙的心事,初雪+海蒂+华法琳,300,7449,1.559,0.0
4,百炼嘉维尔,丛林之魂,巫恋+海蒂+铃兰,300,7443,1.15,0.0
4,重岳,拂尘,凛御银灰+海蒂+华法琳,300,7440,1.511,0.0
3,能天使,过载模式,巫恋+海蒂,300,7436,1.557,0.0
4,能天使,过载模式,巫恋+塞雷娅+海蒂,300,7436,1.557,6.0
4,能天使,过载模式,巫恋+海蒂+阿斯卡纶,300,7436,1.557,6.0
4,能天使,过载模式,巫恋+海蒂+予愿安洁莉娜,300,7436,1.557,6.0
4,能天使,过载模式,巫恋+海蒂+泥岩,300,7436,1.557,6.0
4,能天使,过载模式,巫恋+海蒂+和弦,300,7436,1.557,6.0
4,能天使,过载模式,巫恋+海蒂+夜魔,300,7436,1.557,6.0
4,能天使,过载模式,巫恋+海蒂+烛煌,300,7436,1.557,7.5
4,重岳,拂尘,巫恋+初雪+海蒂,300,7433,1.509,0.0
4,重岳,拂尘,巫恋+初雪+海蒂,1200,7433,2.604,0.0
4,烛煌,众恶的焚场,巫恋+初雪+灵知,300,7427,0.93,0.0
4,佩佩,时光震荡,巫恋+初雪+华法琳,300,7426,1.696,0.0
4,佩佩,时光震荡,巫恋+初雪+华法琳,1200,7426,2.222,0.0
4,予愿安洁莉娜,酸橙的心事,凛御银灰+巫恋+华法琳,300,7425,1.55,0.0
4,予愿安洁莉娜,酸橙的心事,巫恋+海蒂+华法琳,300,7423,1.55,0.0
3,烛煌,众恶的焚场,凛御银灰+华法琳,300,7423,0.929,0.0
4,烛煌,众恶的焚场,凛御银灰+塞雷娅+华法琳,300,7423,0.929,6.0
4,烛煌,众恶的焚场,凛御银灰+极境+华法琳,300,7423,0.929,6.0
4,烛煌,众恶的焚场,凛御银灰+引星棘刺+华法琳,300,7423,0.929,0.0
4,烛煌,众恶的焚场,凛御银灰+华法琳+阿斯卡纶,300,7423,0.929,6.0
4,烛煌,众恶的焚场,凛御银灰+华法琳+予愿安洁莉娜,300,7423,0.929,6.0
4,烛煌,众恶的焚场,凛御银灰+华法琳+泥岩,300,7423,0.929,6.0
4,烛煌,众恶的焚场,凛御银灰+华法琳+和弦,300,7423,0.929,6.0
4,烛煌,众恶的焚场,凛御银灰+华法琳+夜魔,300,7423,0.929,6.0
4,涤火杰西卡,掩蔽护卫,凛御银灰+巫恋+初雪,300,7419,1.577,0.0
4,涤火杰西卡,掩蔽护卫,凛御银灰+巫恋+初雪,1200,7419,37.253,0.0
4,忍冬,隐狐之艺,巫恋+极境+华法琳,300,7415,1.543,6.0
4,忍冬,隐狐之艺,巫恋+引星棘刺+华法琳,300,7415,1.543,0.0
3,涤火杰西卡,掩蔽护卫,初雪+华法琳,300,7413,1.575,0.0
4,涤火杰西卡,掩蔽护卫,初雪+塞雷娅+华法琳,300,7413,1.575,6.0
4,涤火杰西卡,掩蔽护卫,初雪+华法琳+阿斯卡纶,300,7413,1.575,6.0
4,涤火杰西卡,掩蔽护卫,初雪+华法琳+予愿安洁莉娜,300,7413,1.575,6.0
4,涤火杰西卡,掩蔽护卫,初雪+华法琳+泥岩,300,7413,1.575,6.0
4,涤火杰西卡,掩蔽护卫,初雪+华法琳+和弦,300,7413,1.575,6.0
